input_url,status,filepath,title,uploader,id,duration,webpage_url,error
https://www.tiktok.com/@thehappydaycoshirt/video/7447172019390647582,ok,Downloaded_Audio/thehappydaycoshirt_7447172019390647582.mp3,Book Friends 📚📖 #booktok #bookish #fantasyreader #fantasybooktok #sjm...,thehappydaycoshirt,7447172019390647582,16,https://www.tiktok.com/@thehappydaycoshirt/video/7447172019390647582,
https://www.tiktok.com/@thehappydaycoshirt/video/7446983632981396767,ok,Downloaded_Audio/thehappydaycoshirt_7446983632981396767.mp3,I am a girl who need a Diet Coke 🫶🏻💕💗 #dietcoke #girly #girlythings #...,thehappydaycoshirt,7446983632981396767,8,https://www.tiktok.com/@thehappydaycoshirt/video/7446983632981396767,
https://www.tiktok.com/@thehappydaycoshirt/video/7446821133061475615,ok,Downloaded_Audio/thehappydaycoshirt_7446821133061475615.mp3,Hurry up SJM fan🫶🏻📚📖 #booktok #bookish #bookworm #fantasyreader #fant...,thehappydaycoshirt,7446821133061475615,15,https://www.tiktok.com/@thehappydaycoshirt/video/7446821133061475615,
https://www.tiktok.com/@thehappydaycoshirt/video/7446428804005825822,ok,Downloaded_Audio/thehappydaycoshirt_7446428804005825822.mp3,Best gift idea for Fourth Wing fan📚📖 #fourthwing #booktok #bookish #f...,thehappydaycoshirt,7446428804005825822,18,https://www.tiktok.com/@thehappydaycoshirt/video/7446428804005825822,
https://www.tiktok.com/@thehappydaycoshirt/video/7446233120099061022,ok,Downloaded_Audio/thehappydaycoshirt_7446233120099061022.mp3,Calling Acotar fan 📚📖 #sjm #velaris #acotar #booktok #sjmaas #bookwor...,thehappydaycoshirt,7446233120099061022,10,https://www.tiktok.com/@thehappydaycoshirt/video/7446233120099061022,
https://www.tiktok.com/@thehappydaycoshirt/video/7446080806440750367,ok,Downloaded_Audio/thehappydaycoshirt_7446080806440750367.mp3,I’m literally just a girl 💕🫶🏻 #dietcoke #girly #girlpower #girlything...,thehappydaycoshirt,7446080806440750367,10,https://www.tiktok.com/@thehappydaycoshirt/video/7446080806440750367,
https://www.tiktok.com/@thehappydaycoshirt/video/7445705052746009886,ok,Downloaded_Audio/thehappydaycoshirt_7445705052746009886.mp3,"SJM fan, you need the basket 📚📖 #sjm #velaris #acotar #booktok #sjmaa...",thehappydaycoshirt,7445705052746009886,13,https://www.tiktok.com/@thehappydaycoshirt/video/7445705052746009886,
https://www.tiktok.com/@thehappydaycoshirt/video/7445326519850814750,ok,Downloaded_Audio/thehappydaycoshirt_7445326519850814750.mp3,Welcome to the Night Court 📖📚 #velaris #acotar #booktok #sjm #sjmaas ...,thehappydaycoshirt,7445326519850814750,12,https://www.tiktok.com/@thehappydaycoshirt/video/7445326519850814750,
https://www.tiktok.com/@thehappydaycoshirt/video/7445107400949976351,ok,Downloaded_Audio/thehappydaycoshirt_7445107400949976351.mp3,You have the special package from Santa’s delivery 🎅🤰🍼🎄❄️ #pregnant #...,thehappydaycoshirt,7445107400949976351,16,https://www.tiktok.com/@thehappydaycoshirt/video/7445107400949976351,
https://www.tiktok.com/@thehappydaycoshirt/video/7444940793741184286,ok,Downloaded_Audio/thehappydaycoshirt_7444940793741184286.mp3,Wicked witcked 💗💚 #wicked #wickedmovie #musical #changeforgood #magic...,thehappydaycoshirt,7444940793741184286,9,https://www.tiktok.com/@thehappydaycoshirt/video/7444940793741184286,
https://www.tiktok.com/@thehappydaycoshirt/video/7444578263667658015,ok,Downloaded_Audio/thehappydaycoshirt_7444578263667658015.mp3,Best gift for Scooby fan🎄 #scooby #christmasgift #christmas #christma...,thehappydaycoshirt,7444578263667658015,10,https://www.tiktok.com/@thehappydaycoshirt/video/7444578263667658015,
https://www.tiktok.com/@thehappydaycoshirt/video/7444389510932188447,ok,Downloaded_Audio/thehappydaycoshirt_7444389510932188447.mp3,Fourth wing series collection 📚📖 #booktok #fantasybooktok #bookclub #...,thehappydaycoshirt,7444389510932188447,19,https://www.tiktok.com/@thehappydaycoshirt/video/7444389510932188447,
https://www.tiktok.com/@thehappydaycoshirt/video/7444211731506695454,ok,Downloaded_Audio/thehappydaycoshirt_7444211731506695454.mp3,Calling SJM book’s fans 📖📚 #acotar #velaris #booktok #fantasybooktok ...,thehappydaycoshirt,7444211731506695454,18,https://www.tiktok.com/@thehappydaycoshirt/video/7444211731506695454,
https://www.tiktok.com/@thehappydaycoshirt/video/7443857215745690911,ok,Downloaded_Audio/thehappydaycoshirt_7443857215745690911.mp3,The new book will come out soon📚📖🫶🏻🤗 #fourthwing #violetsorrengail #o...,thehappydaycoshirt,7443857215745690911,15,https://www.tiktok.com/@thehappydaycoshirt/video/7443857215745690911,
https://www.tiktok.com/@thehappydaycoshirt/video/7443470994209000750,ok,Downloaded_Audio/thehappydaycoshirt_7443470994209000750.mp3,For the Fourth Wing fan 📖💗📚💕 #fourthwing #violetsorrengail #fantasybo...,thehappydaycoshirt,7443470994209000750,16,https://www.tiktok.com/@thehappydaycoshirt/video/7443470994209000750,
https://www.tiktok.com/@thehappydaycoshirt/video/7443116628830866734,ok,Downloaded_Audio/thehappydaycoshirt_7443116628830866734.mp3,It’s Christmas 💕🎄❄️💗 #christmastiktok #christmascountdown #christmasg...,thehappydaycoshirt,7443116628830866734,15,https://www.tiktok.com/@thehappydaycoshirt/video/7443116628830866734,
https://www.tiktok.com/@thehappydaycoshirt/video/7442762070287732014,ok,Downloaded_Audio/thehappydaycoshirt_7442762070287732014.mp3,Best gift for Fourth Wing fan 📚📖 #bookclub #fourthwing #onyx #booktok...,thehappydaycoshirt,7442762070287732014,18,https://www.tiktok.com/@thehappydaycoshirt/video/7442762070287732014,
https://www.tiktok.com/@thehappydaycoshirt/video/7442324611552775467,ok,Downloaded_Audio/thehappydaycoshirt_7442324611552775467.mp3,"I will not die today, I will save him 📖 #bookclub #fourthwing #onyx #...",thehappydaycoshirt,7442324611552775467,16,https://www.tiktok.com/@thehappydaycoshirt/video/7442324611552775467,
https://www.tiktok.com/@thehappydaycoshirt/video/7442146004738297134,ok,Downloaded_Audio/thehappydaycoshirt_7442146004738297134.mp3,Fantasy books merch haul🫶🏻 #bookclub #booktok #booklover #bookish #on...,thehappydaycoshirt,7442146004738297134,14,https://www.tiktok.com/@thehappydaycoshirt/video/7442146004738297134,
https://www.tiktok.com/@thehappydaycoshirt/video/7441601562721406254,ok,Downloaded_Audio/thehappydaycoshirt_7441601562721406254.mp3,It’s supposed to be released soon 🫶🏻📖💕📚 #bookclub #booktok #booklover...,thehappydaycoshirt,7441601562721406254,20,https://www.tiktok.com/@thehappydaycoshirt/video/7441601562721406254,
https://www.tiktok.com/@thehappydaycoshirt/video/7440850837636844846,ok,Downloaded_Audio/thehappydaycoshirt_7440850837636844846.mp3,My favorite snowman ❄️⛄️ #snowman #frosty #christmas #christmasgift #...,thehappydaycoshirt,7440850837636844846,15,https://www.tiktok.com/@thehappydaycoshirt/video/7440850837636844846,
https://www.tiktok.com/@thehappydaycoshirt/video/7440509170995957038,ok,Downloaded_Audio/thehappydaycoshirt_7440509170995957038.mp3,POV: You got a special delivery from Santa 🍼🤰💕🎄 #christmastiktok #chr...,thehappydaycoshirt,7440509170995957038,15,https://www.tiktok.com/@thehappydaycoshirt/video/7440509170995957038,
https://www.tiktok.com/@thehappydaycoshirt/video/7440116743714164014,ok,Downloaded_Audio/thehappydaycoshirt_7440116743714164014.mp3,📖📖📖 #bookish #booklover #booktok #bookclub #christmastiktok #blackfri...,thehappydaycoshirt,7440116743714164014,18,https://www.tiktok.com/@thehappydaycoshirt/video/7440116743714164014,
https://www.tiktok.com/@thehappydaycoshirt/video/7439732401074359598,ok,Downloaded_Audio/thehappydaycoshirt_7439732401074359598.mp3,The best Christmas gift for HP fam🎄🪄📚 #hp #wizard #bookish #booklover...,thehappydaycoshirt,7439732401074359598,19,https://www.tiktok.com/@thehappydaycoshirt/video/7439732401074359598,
